inliers,drift,lin_vel,ang_vel,entropy,target_uncertainty
64,0.21672637687293667,0.15336822168101963,0.10896445039869777,0.6206265905197899,0.6207648374490801
94,0.037626243004555394,0.16177605473521295,0.17173555220312717,0.1338380816022353,0.2973254559057978
76,0.17343922482669838,0.3233422944388188,0.18983548529229924,0.8507510397879349,0.6241797044185352
55,0.21312638118708396,0.4844811639229203,0.12544333483665254,0.4955885393164018,0.6261087848663169
132,0.22665043614863936,0.3560564799172897,0.08076535996472864,0.5303430269854564,0.39636014191675817
76,0.10013894126497297,0.21641419532566394,0.036306820353078854,0.31709874471073385,0.390067524221854
93,0.19950955814218782,0.38739976910861584,0.07426863430506893,0.5964304866532414,0.4995521533806449
55,0.07470931380485393,0.15976641470764297,0.12085572350778326,0.3887252890753268,0.4783257296425472
120,0.04111382536901294,0.1459585651101609,0.14879912924426908,0.8470032635227225,0.3559227472343638
89,0.05310084376997335,0.30922009268003925,0.023463947977926024,0.42253531715607484,0.3246834020153614
92,0.08181412115345288,0.14346056610167124,0.11655769789699416,0.4849378375649729,0.3912433557098999
93,0.21180359983064118,0.4904917830596228,0.07529380279497587,0.48326921532158884,0.4883946040298852
139,0.1294562848088777,0.11512975186676716,0.07366556301416968,0.6496883922481523,0.3089145599832883
69,0.23072532266358645,0.35069681872274694,0.0813585558024236,0.8796484171837553,0.6591258961549484
131,0.03086122584194184,0.4231090279956745,0.04762765364702954,0.2768469754526386,0.1591955598070872
99,0.011884241279500439,0.25752318071268376,0.10861070845325256,0.4588354284772437,0.29890718622830015
112,0.1991893045632041,0.38576254749090244,0.051278173851797226,0.16693059425551562,0.34716776249870573
78,0.24723017394382948,0.20436661417850252,0.15764902935661682,0.4449768197056353,0.5905621322332203
95,0.0376029760787331,0.4287922765719263,0.17204315113559954,0.12209516109830557,0.2920789711447607
117,0.11838683024484824,0.3707683867266415,0.03259295444523259,0.41836288128185073,0.3022579052548266
76,0.16383934445756926,0.49881619795549315,0.161512310661524,0.5987320670268207,0.5538067476817862
63,0.05751281045390614,0.25121278572571903,0.1138143398398716,0.22106749477831286,0.40250076430012677
126,0.2459174105308677,0.15936080683441195,0.08712230780191028,0.6439435864880018,0.4569633098961454
116,0.12889742197868528,0.4668186691039261,0.07126745982744816,0.4987527131926003,0.3462652063503161
113,0.1624155503572252,0.44987960219976697,0.11313372400296041,0.8450507236646002,0.471437629655607
51,0.09165287561224768,0.4850265853018727,0.18081152722589144,0.7544947047342353,0.6027111398882266
54,0.1360257723600272,0.44979330377841564,0.12449147581302855,0.2247242918153603,0.505164643812308
98,0.14990756325909316,0.3872526607107317,0.1633405221952644,0.1530873048302282,0.3868704767773352
60,0.13396667218606825,0.4662057073098893,0.0226073903796615,0.20439531827349677,0.4404920247740254
88,0.013668433592734432,0.43758187427696316,0.07281292977751525,0.2285520482101765,0.27313717178650243
69,0.21848692236438452,0.2842940389174171,0.0805511549558486,0.40578604877645064,0.5530159018655757
117,0.1305828637485826,0.3295489909966197,0.13892855778997823,0.7440879912257097,0.42091359873485756
147,0.15403414843773705,0.13054324313093835,0.09100966894699883,0.7036946130162766,0.3247735237760182
87,0.13849991303885945,0.3394457054669876,0.16688235726046724,0.48577085045273294,0.477557034729707
99,0.15578317866275632,0.1934284384587902,0.1743075813474603,0.11638542805304848,0.38620497894607453
50,0.18777889701480074,0.22097681911843356,0.11835066086312596,0.3661486510373404,0.5895710018660391
113,0.21637202130915079,0.4771788085252653,0.0675329268483164,0.4264585339078887,0.41803969669914
99,0.02494210212909355,0.3563939450249801,0.03419095445722954,0.32967067199618016,0.25505840809831204
92,0.023326491013518733,0.11437353337207559,0.08939454851129595,0.49346476727701116,0.32944461477208753
127,0.18212529912284547,0.36941752343981393,0.038761016755959485,0.8893647393749465,0.42629012378793407
102,0.018443149826116896,0.2865115832885593,0.09718764311772772,0.181184407895143,0.23571077366962492
149,0.0463282609347607,0.1129861849495776,0.12730608049939104,0.6039730329746684,0.21641247363597474
63,0.17801912584747748,0.35959690316518544,0.047044987923269506,0.7267335759187931,0.5853819236157962
149,0.12767672260581894,0.45251064616489656,0.12592275115218246,0.47375073203045626,0.2630282972122013
130,0.2341397249779678,0.3601888719925993,0.19420223019779195,0.6708935119035091,0.48258534693998967
87,0.19925595792972722,0.15084364997884353,0.18323883044460923,0.7394729691374512,0.5895204881420885
145,0.21940833322563205,0.37240257854282277,0.16394766139309822,0.5152058473851214,0.3810877339373324
150,0.2490018716856136,0.11527376408014925,0.0844850141888121,0.3972653136051668,0.33734875291361044
74,0.11931285683492505,0.4158234913111133,0.02431452119152644,0.13571272433952997,0.3722499244959492
55,0.12667962417969642,0.4604285598595619,0.18950881785759333,0.6332089219645068,0.6014569732976656
123,0.22021054842945226,0.19186209468089405,0.1575051023489602,0.8077488415764097,0.5037413028413731
130,0.19705497056677257,0.37940097309265,0.08982111205421595,0.34424927202156513,0.3421277727360947
64,0.04496570126885815,0.4567368434846788,0.09019073840489468,0.16722564658972477,0.3679905558218752
63,0.10975388716981914,0.13968439523923828,0.15702555916957425,0.6874234733256926,0.5600734167858056
53,0.1999222840906118,0.27243452574735316,0.08923370671067762,0.49729981970359294,0.6060835023065403
91,0.1834102653013216,0.13141541586072153,0.02336259851650758,0.3874026518569895,0.4288948085491904
53,0.09290682556845735,0.171163064271105,0.16775130983532568,0.2843948293865126,0.4985956328230444
96,0.02692422675476497,0.4573740367391441,0.04951582760076298,0.26383263861548,0.25880466284268966
136,0.185704354533426,0.46036157644745146,0.1521155952763935,0.33461036306101166,0.3369022298028432
138,0.015916003464677385,0.34193929503221243,0.1732433656376497,0.24959336193828624,0.1695404217609268
64,0.12440653802952097,0.3829921929811583,0.05906157973952563,0.12234899381708653,0.4180603148857965
76,0.09693756878676381,0.2893481611040446,0.06560007733334497,0.8497014753723758,0.5054241379159006
120,0.16261976956185842,0.17361822007006222,0.19866083983595456,0.1820643516375296,0.3522349988675603
124,0.08386299936128207,0.25063557296298533,0.03791610285400519,0.20018879654640137,0.2086808998760362
78,0.08581394048034985,0.1971354759831941,0.1534230985116172,0.3328476153162832,0.4211713089002184
103,0.16916692324803292,0.44438984135459003,0.12422956134307701,0.415040934550292,0.4259502423705189
139,0.027570675847566603,0.26809268086965876,0.11464766375111318,0.6927030558967375,0.24221328494260275
68,0.15185836450252904,0.21921124350120436,0.07736718204666361,0.29844680097586607,0.4733087610661148
130,0.09862144941755145,0.4795727715766648,0.020992851641193272,0.4269009769465185,0.2425366405215773
103,0.24086957406076281,0.4605049321671456,0.0938465028908711,0.3972772615749338,0.47477667012602176
110,0.031853557140114896,0.17418328164969987,0.030636900608422946,0.189726993788371,0.19886836042714678
127,0.17516807285644798,0.4182628622728529,0.09477123295047103,0.4190215241037648,0.3483640635717446
148,0.1112090344996151,0.16989488079535264,0.1923111358743529,0.37231032214823157,0.25747464982904106
116,0.04421619717246432,0.2849741418108849,0.13108766962911847,0.4866303906144802,0.2915557234297613
76,0.08073479771943656,0.4320695063441745,0.0953267916110139,0.46960867647991567,0.42671376988788157
77,0.08165442904434898,0.40745370381713664,0.12949487192347797,0.5361664927551778,0.45152023346034087
69,0.11181017703943376,0.40054099998305714,0.027585078916355678,0.49814367747360366,0.45429192639675336
79,0.14049779730199874,0.2621220418217432,0.1300924642902827,0.11729550433654552,0.4149441041552211
84,0.22209232449857355,0.11621885001734854,0.05874940548614737,0.5208815270099748,0.5255591596451701
124,0.18039153229517038,0.27783381969342147,0.15184468036886703,0.3830576257908136,0.3777017763713629
146,0.1714113740481871,0.178412355766922,0.026199254965302968,0.1563645350470332,0.20802284563889623
83,0.08334494388158077,0.2359561625664974,0.11073523315262879,0.29923763806044407,0.380152070366563
147,0.0492531420017951,0.26593216020149313,0.0650414704063691,0.5158672817612917,0.18251787231642158
123,0.13553439610089008,0.1841113374572271,0.03000821551719944,0.8645238973772169,0.3878890221731242
119,0.10681909038083622,0.41142010362161907,0.15975371079844813,0.33380333448865773,0.31979933255986337
97,0.14637590639974635,0.15512509988865247,0.03342666143503835,0.1964142822112307,0.34339183677603324
101,0.1518549939416817,0.15581323969248873,0.13696909335853638,0.38324628849095976,0.4151063895891201
110,0.1881629128726257,0.18720398389314186,0.10288305060559635,0.5012537259950648,0.4307505870266147
113,0.16649307541565161,0.12408884299988077,0.06703517896781988,0.6961677521200367,0.4268913898852218
56,0.22296045533622896,0.18628557630046247,0.07752625897221627,0.41277283959713607,0.5962294813109199
51,0.21309396003513575,0.49156264086501844,0.1405101683344756,0.16509832552848164,0.5780082964711087
144,0.2319085711282627,0.25804618300921756,0.07864288045334661,0.192921683912735,0.2967592029793221
50,0.24992443013845872,0.44925889563671717,0.14294030327782048,0.6816799634738319,0.7184441011305074
79,0.043763149532581445,0.32914013352371485,0.04632882460979707,0.44721513069209384,0.3603613905616609
141,0.08924698540710833,0.1673021594604716,0.09012487957716689,0.8177607815711004,0.3069243950114844
105,0.045524628962204244,0.473292823758208,0.03802513681047226,0.35285735803379437,0.2617536923969316
76,0.22849417541055278,0.277649734464786,0.15997417045281825,0.4111001040177954,0.5738544468541839
112,0.10348873984178864,0.18806380866641834,0.047276986714167045,0.8520277154700083,0.3964562036372783
125,0.18039928325973736,0.4623288434396613,0.01632305595625607,0.6065406387129847,0.36519670505886304
73,0.09726643930135453,0.3972651232423593,0.1387235949407595,0.2864513374017469,0.4313195008278723
88,0.15700161949389513,0.38196948429597477,0.10730254361617193,0.3275391922678386,0.4357303134445421
95,0.1087437590210932,0.12157600710356063,0.14239295928227616,0.6325037238387367,0.4463273115996417
133,0.2391322425851493,0.4719039402437706,0.18747450643639904,0.5647681084549568,0.4541624425921854
112,0.07114053196451092,0.2902609861356604,0.07406690910842781,0.13378809120540175,0.23441086065251132
56,0.04908581021392743,0.10154981997552422,0.13437923953946465,0.21232559122854555,0.42239404325402974
150,0.11265869739145754,0.18886660328708824,0.1256412042330038,0.5462148006045336,0.26089226946642
78,0.11888900135668795,0.23580149593448285,0.029444385284240218,0.8062657480574877,0.49603100494621283
90,0.08750295436841453,0.2822977539702516,0.07177725850451717,0.12306329323047578,0.31207622097947507
55,0.05563162511951469,0.1320463782834748,0.17529008954508435,0.3765977691875996,0.48050405226311693
75,0.07030649543881633,0.39161040108085465,0.06725105553361846,0.5135204366445207,0.4178803554372863
99,0.07111340191737055,0.23757615051262287,0.14537127417022572,0.13560232106336773,0.30227103560639734
120,0.027361055629030087,0.2843724235752241,0.14767491693241697,0.13797482798783847,0.20128988243666157
102,0.24493440239473932,0.2842046691182512,0.03244349089463793,0.16518159652438397,0.4104546778179974
62,0.20830361383934268,0.16151827101115238,0.17800804208706686,0.27077322268867354,0.5768311138279698
128,0.028514394434705936,0.27077423500720027,0.15341729975085575,0.763470741477436,0.3057240231870649
55,0.2401399210340787,0.1998912766278191,0.05180959496152579,0.772367208427743,0.6763232086008297
85,0.2342706132270757,0.22783879934152707,0.09262029968488379,0.5456432515360453,0.5520203220855308
86,0.15641967929794018,0.4156150853669197,0.1451029099252957,0.7219714846717336,0.5352131722726111
115,0.15512077652587433,0.3144660104344973,0.0595877155794485,0.28543030033444416,0.3255298451719551
65,0.15756919762520843,0.38476266294390193,0.042789474124075105,0.4317277923153263,0.5002736259753829
77,0.0782936761613878,0.3944333732043198,0.1353279504271109,0.6935372444124466,0.48230293759858267
115,0.11278470967846359,0.1199081424528178,0.08309197323461937,0.31798785399344154,0.3033405988031533
144,0.1455200684527838,0.19182507894898088,0.14614435943709272,0.5373100022113827,0.31488780582461906
86,0.06317391527867836,0.4327199545549415,0.055625856610458824,0.5145226377696898,0.374011393948932
136,0.08855424922752946,0.2492787677899352,0.10125123779846651,0.5656483183585547,0.27532898309587406
67,0.2043397188463785,0.3212491080309442,0.07229809425568265,0.5683447577644319,0.5754939362169001
53,0.20487896465627464,0.4507362258302595,0.03949619580353609,0.24141190952345434,0.5394719284167525
59,0.042539386329127446,0.18260169560147485,0.1838730031789274,0.497389910039294,0.48431263097564453
148,0.17696769708867105,0.18538317452465256,0.1491865122698578,0.7529391898732756,0.3755333702624022
147,0.10230558995031547,0.34339963373848215,0.035182735841780735,0.49877276361471323,0.21490267801493884
63,0.15784402579176504,0.11040578343402015,0.12326386644048007,0.4913593080973798,0.5506370314082566
89,0.013032519743377309,0.18802943693257107,0.13402504981292093,0.6286794238035591,0.3740751724549197
113,0.20421678951977348,0.39494861209665266,0.11374547958112727,0.6633792629705717,0.4729691549943614
60,0.07219799185534287,0.3417223972137398,0.143649581941237,0.7573570389534273,0.5439094332369889
150,0.08001475402848537,0.47751016038411953,0.04964604822750907,0.3521258516696715,0.16229686825057477
145,0.2408059315376442,0.23726614970851756,0.09382706863434769,0.6806384125934213,0.40538384835630314
134,0.06422012256402954,0.23766868314619316,0.04084311833926633,0.11358121845935526,0.14485160133520417
123,0.13948319326314265,0.39292552957069227,0.03873108019791332,0.117589768714351,0.24554525975886393
130,0.024717531248148683,0.19658680869627965,0.012363834551702129,0.8564275661341958,0.2584768251708538
91,0.025970823444646907,0.1249623070506111,0.1946977164309872,0.4381223150244399,0.36587729067746505
77,0.11775204378702613,0.15682198511968592,0.06927084813727252,0.6192605574656318,0.4765372901563589
143,0.2468309964870512,0.3989236039180478,0.08270697304480011,0.4274275475199453,0.36171619556025514
83,0.1380893394911349,0.4218402109612135,0.1963192612712298,0.6639477518954863,0.5365976604296107
147,0.02006537121187768,0.4686031225997075,0.08769742258825255,0.41223909360954536,0.14458562184790003
50,0.13013302529733278,0.3487375940944356,0.13577554306125322,0.7720415755059412,0.625838255093289
139,0.04556029274400605,0.23202040266209978,0.16962594574219414,0.7565268169419398,0.29316000515487106
81,0.23702994946594588,0.4826257729723066,0.18030211681187422,0.6942493843298041,0.6312976781100619
137,0.14473810762461678,0.38711712085750294,0.09116368171761476,0.7917318737380409,0.36407614429680923
63,0.15892244153356264,0.28300472113522146,0.03851348569123483,0.5815759303572702,0.5357507777281544
82,0.09166007484059567,0.3952063850543468,0.08153834995017023,0.6006113346363484,0.43923167426387394
54,0.12912278549007053,0.24334606913547085,0.1376126338441202,0.46649345300284073,0.5525542510792798
114,0.09539427726677312,0.3941998861818855,0.08689515854532043,0.31587180378034074,0.29178727371429214
113,0.23666098545657382,0.10591356846917926,0.11076498509275103,0.3305821749594715,0.4344173159399111
110,0.24455860263394413,0.4091649637573753,0.11839486654771962,0.3099572714214912,0.44945214327393584
137,0.01919220469460079,0.2580261073153845,0.03280295868752877,0.37727107701304574,0.14484838310276138
56,0.01496410418698135,0.3959834009280212,0.01651197342756983,0.6445803086781117,0.43098854487493354
124,0.17865016777977516,0.4716492274098921,0.19903868973524164,0.7096650970405219,0.46033364630399876
147,0.1370252803258795,0.23611215170047206,0.19590636475783246,0.8774932459034548,0.3861839473771155
76,0.03783889514095465,0.49268963435126156,0.16291189308481108,0.8544809634955284,0.4921159555598893
81,0.1506750047335575,0.38803378204339756,0.1394517037747232,0.38268450595468884,0.4749250869610288
69,0.08935803147473903,0.39895796424174346,0.011727504068145232,0.7530872884467535,0.47873068764387394
122,0.04748002461011416,0.2378324728107246,0.06532621665958674,0.33473939492107885,0.21981038779715323
113,0.19786849153695993,0.3402811987132002,0.19761949436595097,0.10081023447716282,0.3882914870250769
68,0.14646466143775233,0.2767555478985544,0.07485577021973733,0.10745419233207879,0.4292513418482878
142,0.1252990083275545,0.4786757578379185,0.16549364593579582,0.7228941873168879,0.34754540333249495
145,0.15693106148419605,0.12809842690490858,0.18785481155318806,0.32296577066056753,0.2959730340891652
72,0.13708710998867543,0.1253147860135488,0.13148411847581223,0.5637495643499711,0.522721959250127
114,0.16171099864839486,0.31736914993836185,0.08309276188465396,0.44771003881548965,0.3763190113005149
89,0.0783910799270304,0.2714814566926098,0.1982610980104855,0.6743346052196071,0.467723332182443
83,0.13908890937673793,0.3218239406285587,0.19811716374032295,0.25199062052710464,0.4558250080406143
150,0.1136071356383213,0.1566828961513687,0.011126237977370725,0.5090730914791406,0.20851153556126556
150,0.16867063170920177,0.46948127383449056,0.11702417897423704,0.38875320830422977,0.2763638817888224
54,0.14478367611008122,0.2646545578141968,0.12668536463164262,0.7433000133051625,0.6176394570127627
79,0.22595543208544022,0.2448889718326774,0.19649469113989107,0.2268132846370814,0.540320422260269
74,0.16141792003120156,0.35112605899598937,0.10442804532972633,0.6847354157880436,0.5519944293175807
81,0.14717410723880694,0.19683186791680055,0.04517690688028598,0.7064597542673153,0.49881941012050374
103,0.0287018857714067,0.27927188049773444,0.1513668941380457,0.45972325720645635,0.3193231062907756
115,0.2247902228954266,0.4241246304064755,0.029080111026918903,0.2506235311298728,0.36906795124262604
106,0.2316542286847171,0.4711945010028691,0.13060229834169915,0.8523126618376539,0.5631922575204559
82,0.11493197717986214,0.40309186808311726,0.07767099541307172,0.36220962459224004,0.4109491025455526
89,0.017232244895430925,0.10438779819764742,0.05760603091515352,0.7098819279545453,0.3635278183628583
99,0.11454686541935213,0.35414926894200593,0.13788452479213298,0.6576793186673321,0.44278185252773655
54,0.14984541320558725,0.2418332333262334,0.1180698418177259,0.5515322310357544,0.5803952548192698
85,0.08874780205846759,0.10972051143077821,0.10000773686896906,0.517354191156268,0.4183469548314621
55,0.029555688320254098,0.4459794978720958,0.07859406024853668,0.15549863690598828,0.3741374709688411
141,0.03659456134688198,0.316248781892962,0.018192830978044305,0.8425060560784634,0.2357134488191042
53,0.08555224786874402,0.46210695542475777,0.19701936027880668,0.7117851474021173,0.5891617966738157
85,0.10754002869884247,0.1568527805675958,0.038023007562746305,0.7932872611647717,0.46565268108701113
115,0.024363565736255265,0.15015298990258366,0.03545166964097274,0.48471429172344827,0.2380507353637085
132,0.18190569537413437,0.3894297005138211,0.14866370287920816,0.5156865122525168,0.38031790943890753
121,0.17588524474647255,0.3789265770650547,0.08358027004032544,0.24417711105762924,0.32756425049948135
124,0.20511986091637444,0.1322917686694759,0.04314081739281692,0.31246675969126525,0.34235755372011684
83,0.08870515829397253,0.38346908764207954,0.15864261097652196,0.5139488037557322,0.4470814476063305
108,0.2496503274023475,0.16207937227687924,0.18103085357902007,0.5421811887789912,0.531533873849519
54,0.16181058511525878,0.1707864035414149,0.10732225780502841,0.8167757377486939,0.6399135772754831
90,0.2062720339538044,0.12865729687478247,0.13319598861257398,0.465237984722213,0.5119708229478962
80,0.2049442770338125,0.30890511917886054,0.14481084408906492,0.8301349798155265,0.6184011829291626
67,0.12435653347644961,0.32236803787101664,0.11325413082286076,0.7564753920893114,0.5575176108758112
93,0.010590518378547582,0.40994601869579284,0.029756453493753644,0.5860326907176978,0.30964058608173384
122,0.11837935328925975,0.4334039282145067,0.1073558860927107,0.8897973170358694,0.41144323580459197
131,0.0385232188751253,0.22675661422466709,0.014317845290108471,0.6870027370756858,0.23479858251879332
52,0.09109346905816526,0.3429911798040356,0.018386506428039774,0.6163143638493973,0.5066015974934441
139,0.0847011729421015,0.25580599579713315,0.01992388497356522,0.7140405225422906,0.2600087141457756
141,0.05035873119452647,0.46735982249734564,0.1861031447701912,0.42658088835481645,0.2320802936541136
106,0.0951952706649455,0.46073653286735794,0.15372886336302277,0.6378541428431442,0.40673811751228894
122,0.21378208125310935,0.28145516339608045,0.044326592354706144,0.4629832434797543,0.38673115876563174
83,0.0557184242295357,0.25506353993443476,0.07794577597303683,0.19869250074736275,0.3220633923452694
94,0.015120909530675783,0.26150532548431704,0.14120866979772245,0.8175993741372022,0.4016121613241377
91,0.11955420456663798,0.3216210625946865,0.17561596894279888,0.49682504818756923,0.45421018132460755
60,0.21591439137171006,0.3142454739275845,0.08636730075060269,0.7269711187985416,0.6442640962944884
83,0.016671189632411033,0.3063460114470662,0.16895397675818868,0.1640739520407494,0.3164004517805953
95,0.2392353369566546,0.2885530262236189,0.016282862419721857,0.8272447020804713,0.5522738886449721
130,0.2031383221514486,0.4839322329664346,0.010138036694902293,0.37015284393346637,0.32091027340095796
120,0.17703443613091172,0.16422330491129836,0.15807185482207836,0.2271801807887556,0.35799577060440296
137,0.068219538825429,0.4515585122529878,0.1286960076717391,0.8564794720640666,0.3231718824243951
111,0.24005916277390868,0.35033510529531187,0.08563981613808888,0.2811404600160746,0.4235372649549683
131,0.07757833718401626,0.1680066733545797,0.055255520618674246,0.2808321187712034,0.20508913546732502
103,0.12109571045032698,0.45060473252946365,0.03621959785697541,0.5519347892448867,0.3748609363970618
51,0.048913804764094466,0.3334605962206039,0.1405186146056835,0.674773679981148,0.532184606126188
72,0.24997157421507624,0.10780389614452748,0.16657624193602397,0.5080703675967264,0.6272189870873235
54,0.021329271394823664,0.4702228758093786,0.11887023989990424,0.2181557582516981,0.39837559186564264
69,0.17166182241472444,0.2519497298827854,0.015023910996020413,0.4490111742499102,0.49330743942164224
137,0.08990160771227818,0.19918348766129235,0.03618785842631075,0.5082019640008381,0.23602698311174228
118,0.10609304739185851,0.15191905023979688,0.11756069284043816,0.38047429302961044,0.31460287839477
62,0.11356986921257552,0.27441413475765414,0.09951545478801625,0.28002679298125105,0.4620244228027747
100,0.06761313374983915,0.2924732160480595,0.1848794268106028,0.155214147779836,0.3158464206550636
82,0.24951221753813366,0.45401587345178707,0.08064135911348916,0.11738170745392607,0.48429388092050113
128,0.19710273529508834,0.4507006324440751,0.062493551281525034,0.5887732465360774,0.38614453158540507
100,0.2413885616530815,0.1426640556289911,0.17675148823847545,0.13897413697366254,0.46574512817789604
141,0.10418305342220491,0.40709770745351814,0.14889046814548865,0.8811920189446697,0.35655933912711385
105,0.23189543623593822,0.3852780564447831,0.12479501335157187,0.22910323840146535,0.43944454563326624
93,0.12384617640572097,0.1636037277883436,0.18449832528268734,0.791673024199663,0.5145954937181565
147,0.13085509379955942,0.4733791630514934,0.07562995081478159,0.6028838298178988,0.2775983307090959
148,0.12344279938388417,0.30748691187331284,0.020241996103388574,0.8017109391530614,0.2855375057174635
82,0.052455473643761526,0.3334724704166388,0.06624809572265714,0.6075384202090651,0.3992168486102613
87,0.1423444189391375,0.113960369474359,0.08800391682329074,0.4001299067013018,0.4323375251148004
76,0.09325064146667007,0.1528624388882486,0.12649445621537495,0.23260642308727394,0.4030446444236079
105,0.1484070856542541,0.2854077281837727,0.1319599908221235,0.6656284968902085,0.4544760727957198
59,0.19667080120818836,0.3179652563518581,0.11524418738690868,0.23538640232663274,0.5431786765074595
76,0.049473169258086966,0.1118890032926307,0.03575566191678262,0.49443367336376975,0.37971485177174524
129,0.18661078444964793,0.38657885728247543,0.07368270456788388,0.19478199364281742,0.2993791865604002
102,0.1956209460435239,0.20470740467076634,0.04008074145816256,0.6023809880111306,0.4565673456246627
92,0.13795153861372025,0.15783219907333645,0.0814664043267323,0.691839371584529,0.4691108207999469
121,0.0832581649444159,0.4521973160351035,0.19859772951847054,0.37722093099513687,0.31681562645638994
110,0.13277113730816575,0.485854176909033,0.19921263811883877,0.7503536766631173,0.4692498141575081
